id|persona_id|cargo|fecha|fecha_final|activo|usercreated|usermodified|created_at|updated_at
214|814|Estatal Secretario General Y Subdirector Nacinal De Personal ISS|01/01/1991|31/12/1992|1|NA|NA|2010-01-17T17:35:00Z|2010-05-25T16:12:49Z
215|814|Estatal Auditor Operativo Nacional Idema|01/01/1988|31/12/1990|1|NA|NA|2010-01-17T17:35:00Z|2010-01-27T16:17:00Z
216|814|Estatal Director General DRI|01/01/1992|31/12/1994|1|NA|NA|2010-01-17T17:35:00Z|2010-05-25T16:12:49Z
218|814|Otros Servicios Asesor De La Unidad Para La Promoci?N De La Democracia OEA|01/07/2001|31/12/2001|1|NA|NA|2010-01-17T17:35:00Z|2010-05-25T16:12:49Z
204|809|Otros Servicios Gerente Regional de Seguros Gerente de Ventas Revisor FiscalDirector Comercial de Seguros Seguros UniversalColseguros La Nacional De Seguros Provica|03/11/1973|10/09/1990|1|NA|NA|2010-01-17T17:35:00Z|2010-05-04T22:06:47Z
172|171|Otros Servicios Jefe Planeacion Municipal de Neiva|03/06/1992|30/10/1993|1|NA|NA|2010-01-17T17:34:59Z|2010-06-02T21:17:14Z
854|679|Servicios de Salud Residente Neurocirujano Hospital General de Agudos Argentina|01/01/1989|01/01/1990|1|NA|NA|2010-09-16T16:01:11Z|2010-09-16T16:01:11Z
855|47|Estatal Presidente Findeter|01/01/1992|31/12/1993|1|NA|NA|2010-09-16T16:19:51Z|2010-09-16T16:19:51Z
856|47|Estatal Viceministro Ministerio de Agricultura|01/01/1989|31/12/1990|1|NA|NA|2010-09-16T16:19:51Z|2010-09-16T16:19:51Z
276|99|Estatal Miembro Junta Directiva de la Central Hidroeléctrica de Caldas Departamento de Caldas|01/01/1983|31/12/1983|1|NA|NA|2010-01-17T17:35:00Z|2010-01-30T17:01:53Z
277|99|Estatal Juez Segundo Civil Municipal de Manizales Rama Judicial Caldas|12/01/1963|18/02/1964|1|NA|NA|2010-01-17T17:35:00Z|2010-01-30T17:01:53Z
278|99|Estatal Secretario de Educación de Caldas Gobernacion de Caldas|23/10/1966|15/08/1968|1|NA|NA|2010-01-17T17:35:00Z|2010-01-30T17:01:53Z
264|968|Estatal Secretario Concejo de Medellín Municipio de Medellín|01/01/1995|31/12/1997|1|NA|NA|2010-01-17T17:35:00Z|2010-01-30T19:52:03Z
265|968|Estatal Jefe de Orden Público Departamento de Antioquia|01/01/1998|31/12/2001|1|NA|NA|2010-01-17T17:35:00Z|2010-01-30T19:52:03Z
266|968|Estatal Gerente Aeropuerto Departamento de Antioquia|01/01/1993|31/12/1995|1|NA|NA|2010-01-17T17:35:00Z|2010-01-30T19:52:03Z
267|968|Estatal Auditor Contraloría Medellín y Departamento|01/01/1987|31/12/1991|1|NA|NA|2010-01-17T17:35:00Z|2010-01-30T19:52:03Z
192|790|Estatal Ministro de Defensa Nacional Ministerio de Defensa|01/01/1991|31/12/1994|1|NA|NA|2010-01-17T17:35:00Z|2010-04-07T14:40:48Z
243|85|Estatal Secretario Consejo Consultivo Parlamento Latinoamericano|09/12/2004|15/02/2006|1|NA|NA|2010-01-17T17:35:00Z|2010-02-01T14:59:29Z
227|843|Estatal Jefe División Financiera Corporación Social Cundinamarca|01/01/1984|31/12/1986|1|NA|NA|2010-01-17T17:35:00Z|2010-02-05T16:35:01Z
857|47|Otros Servicios Director Ejecutivo Fedepalma|01/01/1982|31/12/1989|1|NA|NA|2010-09-16T16:19:51Z|2010-09-16T16:19:51Z
292|1063|Otros Servicios Gerente General Lsa Colombia|01/07/1998|30/09/2003|1|NA|NA|2010-01-17T17:35:01Z|2010-02-09T19:44:17Z
572|1423|Servicios de Salud JEFE DEPARTAMENTO DE CIRUGÍA GENERAL HOSPITALUNIVERSITARIO DE LA SAMARITANA|01/06/1997|26/03/2009|1|NA|NA|2010-02-10T21:37:20Z|2010-02-10T21:37:20Z
573|1423|Servicios de Salud FUNDADOR Y PRIMER PRESIDENTE DEL COLEGIO MÉDICO COLOMBIANO COLEGIO MÉDICO COLOMBIANO|24/04/2003|26/03/2009|1|NA|NA|2010-02-10T21:37:20Z|2010-02-10T21:37:20Z
574|1423|Servicios de Salud PRESIDENTE DE LA SOCIEDAD COLOMBIANA DE CIRUGÍA ASOCIACIÓN COLOMBIANA DE CIRUGÍA|15/08/2003|15/08/2007|1|NA|NA|2010-02-10T21:37:20Z|2010-02-10T21:37:20Z
584|1805|Educacion y Conocimiento Docente Universidad de Los Andes|15/01/1970|15/12/1992|1|NA|NA|2010-02-11T18:38:20Z|2010-02-11T18:38:20Z
590|2112|Estatal Abogado sustanciador Contraloría General de La Guajira|01/01/1993|31/12/1994|1|NA|NA|2010-02-11T21:58:05Z|2010-02-11T21:58:05Z
583|1805|Estatal Consejero Distrital para la Planeación Participativa Planeación Distrital- Bogotá|01/01/2001|31/12/2003|1|NA|NA|2010-02-11T18:38:20Z|2010-02-11T19:25:24Z
603|1763|Servicios de Salud Asesor INC|01/06/2006|31/12/2008|1|NA|NA|2010-02-13T17:00:54Z|2010-02-13T17:00:54Z
604|1763|Servicios de Salud Asesor AGS-Fosyga|01/11/2003|12/03/2007|1|NA|NA|2010-02-13T17:00:54Z|2010-02-13T17:00:54Z
244|85|Estatal Miembro Parlamento Latinoamericano|07/11/1994|15/02/2006|1|NA|NA|2010-01-17T17:35:00Z|2010-02-01T14:59:29Z
245|85|Estatal Reelegido Miembro Del Consejo Consultivo Parlamento Latinoamericano|09/12/2004|15/02/2006|1|NA|NA|2010-01-17T17:35:00Z|2010-02-01T14:59:29Z
246|85|Estatal Secretario General Instituto de los Seguros Sociales|02/12/1998|07/08/2000|1|NA|NA|2010-01-17T17:35:00Z|2010-06-08T18:33:38Z
228|844|Estatal Alcalde Alcaldia Municipal Bosconia - Cesar|01/01/1991|31/12/1993|1|NA|NA|2010-01-17T17:35:00Z|2010-05-05T15:33:56Z
232|75|Estatal Jefe de Distrito No. 2 Gobernación del Valle|01/01/1991|31/12/1994|1|NA|NA|2010-01-17T17:35:00Z|2010-05-05T18:47:07Z
233|75|Servicios Turisticos Cordinadora Eventos Regionales Cortuvalle|01/01/1986|31/12/1991|1|NA|NA|2010-01-17T17:35:00Z|2010-05-05T18:47:07Z
273|999|Estatal Gerente Instituto para el Desarrollo Santander|01/01/1989|31/12/1991|1|NA|NA|2010-01-17T17:35:00Z|2010-05-07T22:16:28Z
274|999|Estatal Jefe Alumbrado Público Electrificadora Santander|01/01/1978|31/12/1988|1|NA|NA|2010-01-17T17:35:00Z|2010-05-07T22:16:28Z
275|1009|Estatal Secretario de Gobierno Alcaldía de Santa Marta|01/01/1988|31/12/1988|1|NA|NA|2010-01-17T17:35:00Z|2010-05-10T15:27:08Z
297|1091|Otros Servicios Presidente Grupo R.E Ltda|01/01/1993|19/01/2006|1|NA|NA|2010-01-17T17:35:01Z|2010-05-10T22:05:13Z
298|1091|Otros Servicios Vale Dictor Xlix Incae Costa Rica|06/07/1999|06/08/1999|1|NA|NA|2010-01-17T17:35:01Z|2010-05-10T22:05:13Z
77|441|Estatal Asesora Consejería para Asuntos Internacionales Presidencia de la República|01/08/1991|01/10/1992|1|NA|NA|2010-01-17T17:34:58Z|2010-04-08T21:57:58Z
78|441|Estatal Jefe de la Oficina para Asuntos Internacionales Ministerio de Justicia|01/10/1992|01/03/1993|1|NA|NA|2010-01-17T17:34:58Z|2010-04-08T21:57:58Z
79|441|Estatal Asesora Despacho del Canciller Ministerio de Relaciones Exteriores|01/04/1993|01/12/1994|1|NA|NA|2010-01-17T17:34:58Z|2010-04-08T21:57:58Z
858|47|Minerales Analista departamento de crédito Ecominas|01/01/1981|01/01/1981|1|NA|NA|2010-09-16T16:19:51Z|2010-09-16T16:19:51Z
235|874|Estatal Gerente Corporación Social de Cundinamarca|01/01/1991|31/12/1992|1|NA|NA|2010-01-17T17:35:00Z|2010-01-26T19:06:08Z
288|1055|Otros Servicios Consultor Fundación Cundinamarca|15/01/1991|15/12/2002|1|NA|NA|2010-01-17T17:35:01Z|2010-01-27T19:35:32Z
859|578|Estatal Secretario de Obras Públicas Gobernación del Tolima|01/01/1992|31/12/1993|1|NA|NA|2010-09-16T16:38:11Z|2010-09-16T16:38:11Z
860|563|Estatal Secretario General Gobernación de Cundinamarca|01/01/1995|31/12/1996|1|NA|NA|2010-09-16T16:43:29Z|2010-09-16T16:43:29Z
239|906|Estatal Presidente Comisión Tercera del Senado|20/07/2001|20/06/2002|1|NA|NA|2010-01-17T17:35:00Z|2010-01-29T19:13:03Z
240|906|Estatal Presidente Comisión de Etica Senado|01/07/2004|19/07/2005|1|NA|NA|2010-01-17T17:35:00Z|2010-01-29T19:13:03Z
247|85|Estatal Asesor Para Asuntos Pol?Ticos Presidencia de la República|05/09/2000|05/12/2001|1|NA|NA|2010-01-17T17:35:00Z|2010-02-01T14:59:29Z
248|85|Estatal Subgerente Administrativo Nacional IDEMA|26/10/1990|03/12/1990|1|NA|NA|2010-01-17T17:35:00Z|2010-02-01T14:59:29Z
249|85|Estatal Jefe Departamento de Valorización Municipal de Manizales|01/11/1984|06/10/1985|1|NA|NA|2010-01-17T17:35:00Z|2010-02-01T14:59:29Z
238|894|Estatal Asesor del POT Concejo de Bogotá|02/02/1997|12/02/1997|1|NA|NA|2010-01-17T17:35:00Z|2010-02-01T15:20:19Z
250|927|Estatal Notario Notaría 38|01/01/1972|31/12/1977|1|NA|NA|2010-01-17T17:35:00Z|2010-02-01T15:46:24Z
251|927|Otros Servicios Magistrado Tribunal|01/01/1992|31/12/1996|1|NA|NA|2010-01-17T17:35:00Z|2010-02-01T15:46:24Z
252|927|Estatal Embajador Ministerio De Relaciones Exteriores|01/01/1982|31/12/1983|1|NA|NA|2010-01-17T17:35:00Z|2010-02-01T15:46:24Z
508|205|Estatal Gerente Caja de Previsión Social del Distrito|01/07/1979|31/12/1980|1|NA|NA|2010-02-01T20:28:32Z|2010-02-01T20:28:32Z
509|205|Estatal Subsecretario Secretaria de Educación del Distrito|01/01/1970|30/06/1971|1|NA|NA|2010-02-01T20:28:32Z|2010-02-01T20:28:32Z
241|906|Otros Servicios Presidente Partido Liberal Colombiano|01/12/2003|30/07/2004|1|NA|NA|2010-01-17T17:35:00Z|2010-02-02T21:02:24Z
518|1438|Estatal Asesor Ministro de Educación Ministerio de Educación|01/08/1997|31/08/1998|1|NA|NA|2010-02-03T07:09:42Z|2010-02-03T07:09:42Z
519|1438|Educacion y Conocimiento Director Nacional de Informática y Comunicaciones Universidad Nacional|22/10/2003|15/08/2006|1|NA|NA|2010-02-03T07:09:42Z|2010-02-03T07:09:42Z
520|1438|Educacion y Conocimiento Director de Tecnología Politécnico Grancolombiano|16/08/2006|31/08/2009|1|NA|NA|2010-02-03T07:09:42Z|2010-02-03T07:09:42Z
303|1178|Estatal Secretario de Tránsito Secretaría de Tránsito Municipal de Santiago de Cali|01/01/2004|28/02/2005|1|NA|NA|2010-01-17T17:35:01Z|2010-04-28T17:04:18Z
861|563|Estatal Director Icetex|01/01/1991|31/12/1992|1|NA|NA|2010-09-16T16:43:29Z|2010-09-16T16:43:29Z
559|1404|Estatal Unidad de apoyo Asamblea Departamental|08/01/2008|12/06/2009|1|NA|NA|2010-02-05T16:22:21Z|2010-02-09T21:42:06Z
575|1416|Ingenieria y Servicios de Construccion Asesora Externa Condominio Casa del Mar|NA|NA|1|NA|NA|2010-02-10T21:45:40Z|2010-02-10T21:45:40Z
576|1416|Editorial e Industria Grafica Asesora Externa Publicar S.A.|NA|NA|1|NA|NA|2010-02-10T21:45:40Z|2010-02-10T21:45:40Z
577|1416|Otros Servicios Gerente General Fundación Victor Salvi|NA|NA|1|NA|NA|2010-02-10T21:45:40Z|2010-02-10T21:45:40Z
253|932|Estatal Subdirector Sena - Boyacá|01/01/1989|31/12/1995|1|NA|NA|2010-01-17T17:35:00Z|2010-04-06T20:16:34Z
256|87|Estatal Secretaria de Salud Departamental Gobernación del Valle del Cauca|01/01/1995|31/12/1997|1|NA|NA|2010-01-17T17:35:00Z|2010-04-07T17:03:50Z
257|87|Estatal Presidenta del Congreso Congreso de la República|01/07/2006|30/07/2007|1|NA|NA|2010-01-17T17:35:00Z|2010-05-10T20:43:40Z
503|205|Estatal Secretario Privado Presidencia de la República|01/07/1973|06/08/1974|1|NA|NA|2010-02-01T20:28:32Z|2010-04-08T22:07:49Z
504|205|Estatal Cónsul del Gobierno de Colombia ante el Gobierno de Rumania Ministerio de Relaciones Exteriores|01/07/1977|30/06/1979|1|NA|NA|2010-02-01T20:28:32Z|2010-04-08T22:07:49Z
505|205|Estatal Cónsul del Gobierno de Colombia ante el gobierno de Suecia Ministerio de Relaciones Exteriores|09/08/1974|30/06/1977|1|NA|NA|2010-02-01T20:28:32Z|2010-04-08T22:07:49Z
506|205|Estatal Director Departamento Administrativo de Acción Comunal del Distrito Capital|01/07/1971|30/06/1973|1|NA|NA|2010-02-01T20:28:32Z|2010-04-08T22:07:49Z
507|205|Estatal Embajador Plenipotenciario del Gobierno de Colombia ante el Reino de los Países Bajos(Haya-Holanda) Ministerio de Relaciones Exteriores|01/01/1999|19/07/2002|1|NA|NA|2010-02-01T20:28:32Z|2010-04-08T22:07:49Z
322|248|Editorial e Industria Grafica Columnista Periodico La Tarde|01/02/1986|31/12/1990|1|NA|NA|2010-01-17T17:35:01Z|2010-01-30T20:08:21Z
323|248|Estatal Jefe Administrativo Terminal de Transporte de Pereira|01/07/1990|01/08/1991|1|NA|NA|2010-01-17T17:35:01Z|2010-01-30T20:08:21Z
324|248|Estatal Coordinador Programa de Reinserción de Risaralda Presidencia de la República|05/08/1991|31/12/1993|1|NA|NA|2010-01-17T17:35:01Z|2010-01-30T20:08:21Z
578|1416|Otros Servicios Fundadora Festival Internacional de Musica de Cartagena|NA|NA|1|NA|NA|2010-02-10T21:45:40Z|2010-02-10T21:45:40Z
579|1416|Servicios Turisticos Gerente Promotora de Turismo|NA|NA|1|NA|NA|2010-02-10T21:45:40Z|2010-02-10T21:45:40Z
585|1805|Estatal Asesor Departamento Nacional de Planeación|01/09/1994|31/05/1996|1|NA|NA|2010-02-11T19:01:37Z|2010-02-11T19:01:37Z
510|1405|Servicios de Salud Enfermera Instituto de Seguros Sociale|01/02/1970|15/12/2008|1|NA|NA|2010-02-01T22:13:48Z|2010-02-01T22:13:48Z
862|563|Estatal Cónsul Berlín Alemania Ministerio de Relaciones Exteriores|01/01/1988|31/12/1990|1|NA|NA|2010-09-16T16:43:29Z|2010-09-16T16:43:29Z
586|1805|Estatal Representante del Presidente de la República al Comité Interinstitucional de Participación (CIP) Mininterior|15/02/1996|15/03/1998|1|NA|NA|2010-02-11T19:01:37Z|2010-02-11T19:01:37Z
591|1954|Estatal Secretario General Instituto para el Desarrollo de Antioquia - IDEA|NA|NA|1|NA|NA|2010-02-11T22:17:08Z|2010-02-11T22:17:08Z
521|1438|Otros Servicios Director de Sistemas y Consultor Bancafe|01/04/1999|15/11/2001|1|NA|NA|2010-02-03T07:21:23Z|2010-02-03T07:21:23Z
522|1438|Educacion y Conocimiento Profesor de Catedra Univ Andes Javeriana Piloto Central|30/01/1998|30/11/2003|1|NA|NA|2010-02-03T07:21:23Z|2010-02-03T07:21:23Z
523|1438|Educacion y Conocimiento Presidente Red Nacional de Universidades - RENATA|16/08/2006|15/08/2008|1|NA|NA|2010-02-03T07:21:23Z|2010-02-03T07:21:23Z
325|1202|Estatal Secretario Desarrollo Comunitario Municipio De Belen De Umbria|02/06/1998|02/07/1999|1|NA|NA|2010-01-17T17:35:01Z|2010-01-26T17:30:56Z
863|563|Estatal Asistente Luis Carlos Galán Concejo de Bogotá|01/01/1982|31/12/1986|1|NA|NA|2010-09-16T16:43:29Z|2010-09-16T16:43:29Z
336|113|Servicios de Salud Empresario Droguista Sector Droguista|01/01/1972|31/01/1997|1|NA|NA|2010-01-17T17:35:01Z|2010-02-03T14:02:49Z
304|1182|Educacion y Conocimiento Miembro De La Junta Directiva De La Asociación Colombiana Para El Avance De La Ciencia Acac La Asociación Colombiana Para El Avance De La Ciencia Acac|01/09/2002|31/10/2004|1|NA|NA|2010-01-17T17:35:01Z|2010-06-21T19:36:10Z
305|1182|Estatal Miembro De La Junta Directiva Del Icfes Icfes|01/06/2002|01/09/2003|1|NA|NA|2010-01-17T17:35:01Z|2010-02-03T17:07:25Z
306|1182|Estatal Miembro Del Consejo Nacional De Acreditaci?N Cna Cna|09/10/2003|30/04/2005|1|NA|NA|2010-01-17T17:35:01Z|2010-02-03T17:07:25Z
307|1182|Educacion y Conocimiento Miembro De La Junta Directiva De La Corporaci?N Para Investigaciones Biol?Gicas Cib Corporaci?N Para Investigaciones Biol?Gicas Cib|01/08/2002|02/03/2006|1|NA|NA|2010-01-17T17:35:01Z|2010-02-03T17:07:25Z
308|1182|Otros Servicios Miembro Del Consejo Directivo De Proantioquia Proantioquia|01/04/2003|08/03/2006|1|NA|NA|2010-01-17T17:35:01Z|2010-02-03T17:07:25Z
864|350|Otros Servicios Gerente Instituto de Valorización de Manizales INVAMA|26/05/1982|31/08/1982|1|NA|NA|2010-09-22T16:29:38Z|2010-09-22T16:29:38Z
310|1182|Estatal Rector De La Universidad De Antioquia Universidad De Antioquia|23/12/1994|01/08/2002|1|NA|NA|2010-01-17T17:35:01Z|2010-02-03T17:07:25Z
531|1370|Otros Servicios Subdirectora Operativa y de Proyectos Pastoral Social|15/02/2006|28/02/2009|1|NA|NA|2010-02-03T19:56:08Z|2010-02-03T19:56:08Z
532|1370|Otros Servicios Directora Gestion de Soluciones FUNDAMIEL|31/03/2009|NA|1|NA|NA|2010-02-03T19:56:08Z|2010-02-03T19:56:08Z
533|1370|Editorial e Industria Grafica Analista Económico EDITORIAL EN LINEA RECTA|31/12/2009|NA|1|NA|NA|2010-02-03T19:56:08Z|2010-02-03T19:56:08Z
357|164|Otros Servicios Auxiliar Judicial Oficina de Abogados Claudio Tobo Abogados Asociados|02/02/1998|18/12/1998|1|NA|NA|2010-01-17T17:35:01Z|2010-06-21T18:13:41Z
358|164|Otros Servicios Asesor del Representante Legal Cales Boyacá|01/08/1996|30/11/1997|1|NA|NA|2010-01-17T17:35:01Z|2010-06-21T18:13:41Z
299|1091|Estatal Secretario de Transito y Transporte Alcaldía de Sogamoso|01/01/1991|31/12/1992|1|NA|NA|2010-01-17T17:35:01Z|2010-05-10T22:05:13Z
300|1091|Estatal Secretario General Concejo de Sogamoso|01/01/1986|31/12/1988|1|NA|NA|2010-01-17T17:35:01Z|2010-05-10T22:05:13Z
359|164|Educacion y Conocimiento Catedrático Fundacion Universitaria de Boyacá|01/07/2003|01/12/2003|1|NA|NA|2010-01-17T17:35:01Z|2010-06-21T18:13:41Z
539|1419|Estatal Consultora Organización de las Naciones Unidas para el Desarrollo Industrial – ONUDI|04/09/2006|31/10/2007|1|NA|NA|2010-02-04T16:07:38Z|2010-02-04T16:07:38Z
547|1419|Estatal Consultora “Diseño de una estrategia de descentralización para la política de Comercio Exterior del Perú” MINISTERIO DE COMERCIO EXTERIOR PERÚ – BID. LIMA|03/11/2003|14/01/2004|1|NA|NA|2010-02-04T16:42:08Z|2010-02-04T16:42:08Z
548|1419|Estatal Autora Lecciones de Colombia enla Política de Productividad y Competitividad y Estrategia Descentralización yCreación de CulturaExportadora División de Desarrollo Productivo y Empresarial-CEPAL Naciones Unidas|03/03/2003|30/09/2003|1|NA|NA|2010-02-04T16:42:08Z|2010-02-04T16:42:08Z
549|1419|Estatal Investigadora Imperfecciones de mercado que afectan de manera diferencial a la mipyme en Colombia” Centro de Estudios para el Desarrollo Económico. Universidad de los Andes.|03/06/2003|29/08/2003|1|NA|NA|2010-02-04T16:42:08Z|2010-02-04T16:42:08Z
550|1419|"Estatal •	Co-Directora “Estructura económica del departamento Casanare y posibilidades futuras de crecimiento y competitividad” British Petroleum Centro de Estudios para el Desarrollo Económico. Universidad de los Andes"|01/10/2003|29/10/2004|1|NA|NA|2010-02-04T16:42:08Z|2010-02-04T16:42:08Z
361|1234|Estatal Directora General Incomex|15/05/1990|15/06/1991|1|NA|NA|2010-01-17T17:35:01Z|2010-02-05T15:35:33Z
865|1027|Estatal Asistente III UTL Dr. Santiago Castro Congreso de la República|01/01/1998|20/07/1999|1|NA|NA|2010-09-23T19:13:33Z|2010-09-23T19:13:33Z
866|2812|Educacion y Conocimiento Director de la Revista Economía Colombiana|NA|NA|1|NA|NA|2010-10-08T21:41:08Z|2010-10-08T21:41:08Z
416|1295|Estatal Subdirector de construcciones Inpec-Ministerio De Justicia|01/04/1998|01/04/1999|1|NA|NA|2010-01-17T17:35:02Z|2010-02-05T17:09:28Z
418|1295|Estatal Alcalde Local Alcaldía Local de Ciudad Bolívar|01/03/1995|01/03/1997|1|NA|NA|2010-01-17T17:35:02Z|2010-02-05T17:09:28Z
560|1414|Servicios Turisticos Gerente Agencia Marítima|01/01/2002|30/11/2008|1|NA|NA|2010-02-05T19:37:23Z|2010-02-05T19:37:23Z
80|441|Estatal Coordinadora Programa Pedagogía de la Tolerancia Gobernación de Antioquia|01/03/1996|01/12/1997|1|NA|NA|2010-01-17T17:34:58Z|2010-04-08T21:57:58Z
587|1805|Educacion y Conocimiento Director Programa Exedu|01/03/1986|30/11/1991|1|NA|NA|2010-02-11T19:05:59Z|2010-02-11T19:05:59Z
551|1349|Otros Servicios Secretaria Mira|14/03/2009|NA|1|NA|NA|2010-02-04T22:35:53Z|2010-02-15T21:57:55Z
373|1248|Otros Servicios Director Administrativo Caja de Compensación Familiar Camacol|26/05/1978|31/08/2005|1|NA|NA|2010-01-17T17:35:01Z|2010-02-19T21:55:46Z
405|1277|Estatal Secretaria de Gobierno Municipio de Valledupar Cesar|09/06/1992|20/04/1993|1|NA|NA|2010-01-17T17:35:02Z|2010-05-25T19:40:39Z
406|1277|Estatal Directora De Relaciones Industriales Ministerio de Obras Públicas y Transportes|01/04/1993|31/12/1994|1|NA|NA|2010-01-17T17:35:02Z|2010-02-01T20:56:36Z
407|1277|Estatal Secretaria General Administrativa Instituto Nacional de Vias|01/01/1994|30/08/1998|1|NA|NA|2010-01-17T17:35:02Z|2010-02-01T20:56:36Z
408|1277|Estatal Asesora Ministerio de Transporte Comunicaciones Vivienda Y Construccion De La Republica De Peru|30/08/1998|01/09/1999|1|NA|NA|2010-01-17T17:35:02Z|2010-05-25T19:40:39Z
867|2812|Educacion y Conocimiento Profesor Universitario|NA|NA|1|NA|NA|2010-10-08T21:41:08Z|2010-10-08T21:41:08Z
337|1214|Estatal Defensor del Pueblo Defensoría del Pueblo|01/09/2006|31/08/2000|1|NA|NA|2010-01-17T17:35:01Z|2010-06-08T18:23:07Z
338|1214|Estatal Subgerente Administrativo Empresa de Teléfonos de Bogotá|01/10/1987|31/10/1988|1|NA|NA|2010-01-17T17:35:01Z|2010-04-08T21:13:12Z
339|1214|Estatal Miembro de Junta Directiva Prosocial|01/01/1985|31/12/1986|1|NA|NA|2010-01-17T17:35:01Z|2010-04-08T21:13:12Z
340|1214|Estatal Superintendente de Servicios Públicos Superintendencia de Servicios Públicos|01/11/1994|31/08/1996|1|NA|NA|2010-01-17T17:35:01Z|2010-04-08T21:13:12Z
410|1277|Otros Servicios Asesora Juridica Gaviria Correa & Asociados Ltda|01/09/1999|01/07/2000|1|NA|NA|2010-01-17T17:35:02Z|2010-02-01T20:56:36Z
511|1402|Estatal Fiscal Seccional Fiscalía General de la Nación|01/07/1992|01/01/2004|1|NA|NA|2010-02-02T15:09:22Z|2010-02-02T16:00:02Z
512|1402|Estatal Juez Penal Rama Judicial|15/11/1981|30/06/1992|1|NA|NA|2010-02-02T15:09:22Z|2010-02-02T16:00:02Z
524|102|Otros Servicios Monitor Área de Derecho Civil del Consultorio Jurídico Facultad de Derecho de la Corporación UNICOSTA|01/01/1982|31/12/1983|1|NA|NA|2010-02-03T15:37:38Z|2010-02-03T15:37:38Z
525|102|Otros Servicios Gerente Inversiones y Arriendos del Norte Ltda|01/01/1979|31/12/1988|1|NA|NA|2010-02-03T15:37:38Z|2010-02-03T15:37:38Z
526|102|Educacion y Conocimiento Profesor Universitario en Ciencias Políticas y Legislación Colombiana Universidad Metropolitana|01/01/1982|31/12/1982|1|NA|NA|2010-02-03T15:37:38Z|2010-02-03T15:37:38Z
514|122|Estatal Director Instituto Colombiano de Bienestar Familiar - Regional Bogot|01/01/1991|30/06/1994|1|NA|NA|2010-02-02T21:43:12Z|2010-04-13T21:07:31Z
679|2487|Estatal Abogado Jefe de Bienes Personería Distrital Cartagena|01/01/1981|31/12/1985|1|NA|NA|2010-04-20T17:21:34Z|2010-04-20T17:21:34Z
680|2487|Estatal Jefe Personal - Secretario Despacho Gobernación de Bolívar|01/01/1986|31/12/1990|1|NA|NA|2010-04-20T17:21:34Z|2010-04-20T17:21:34Z
874|182|Otros Servicios Subgerente Financiero Instituto para el Desarrollo de Antioquia (IDEA)|01/02/2001|01/04/2002|1|NA|NA|2011-03-09T12:47:32Z|2011-03-09T12:47:32Z
527|102|Educacion y Conocimiento Profesor en Derecho Constitucional General Universidad del Norte|01/01/1985|31/12/1985|1|NA|NA|2010-02-03T15:37:38Z|2010-02-03T15:37:38Z
528|102|Servicios de Salud Director Administrativo Hospital Universitario Metropolitano|01/01/1985|31/12/1988|1|NA|NA|2010-02-03T15:37:38Z|2010-02-03T15:37:38Z
529|102|Estatal Gerente Caja de Previsión Social del Departamento del Atlántico|31/12/1988|31/12/1989|1|NA|NA|2010-02-03T15:37:38Z|2010-02-03T15:37:38Z
530|102|Educacion y Conocimiento Gerente Servicio Nacional de Aprendizaje SENA Regional Atlántico|01/01/1990|31/12/1991|1|NA|NA|2010-02-03T15:37:38Z|2010-02-03T15:37:38Z
427|101|Telecomunicaciones Gerente de Cinco Estrellas LTDA Cinco Estrellas LTDA|NA|NA|1|NA|NA|2010-01-18T20:32:47Z|2010-01-18T20:32:47Z
296|142|Otros Servicios Abogada grado 2 Fiduciaria Popular|01/03/1987|15/03/1993|1|NA|NA|2010-01-17T17:35:01Z|2010-01-18T23:28:39Z
428|142|Otros Servicios Analista Técnico Banco Popular|01/08/1981|28/02/1987|1|NA|NA|2010-01-18T23:28:39Z|2010-01-18T23:28:39Z
234|77|Agricola Coordinador Nacional Unidad Cafetera|31/12/1992|19/07/2001|1|NA|NA|2010-01-17T17:35:00Z|2010-01-19T13:30:08Z
429|11|Servicios de Salud Médico General Instituto Seguro Social Riohacha|NA|NA|1|NA|NA|2010-01-19T16:00:58Z|2010-01-19T16:00:58Z
430|55|Medio Ambiente Ministra Medio Ambiente|07/08/1994|08/08/1995|1|NA|NA|2010-01-19T16:09:57Z|2010-01-19T16:09:57Z
431|55|Agricola Ministra Agricultura|08/08/1995|01/04/1997|1|NA|NA|2010-01-19T16:09:57Z|2010-01-19T16:09:57Z
432|55|Otros Servicios Ministra Planeación Nacional|01/04/1997|07/08/1998|1|NA|NA|2010-01-19T16:09:57Z|2010-01-19T16:09:57Z
480|157|Estatal Presidente Asamblea del Valle Asamblea de Valle|01/01/1996|01/01/1998|1|NA|NA|2010-01-25T20:02:21Z|2010-01-25T20:02:21Z
433|246|Otros Servicios Consejero Presidencial para la Juventud Presidencia de la República|09/08/2002|09/09/2004|1|NA|NA|2010-01-19T22:05:11Z|2010-01-19T22:05:11Z
434|246|Educacion y Conocimiento Profesor de cátedra Universidad de la Sabana - Facultad de Derecho|01/06/2009|31/01/2010|1|NA|NA|2010-01-19T22:05:11Z|2010-01-19T22:05:11Z
435|46|Servicios de Salud Hospital Universitario de Neiva Psicólogo clínico|01/01/1997|31/12/1998|1|NA|NA|2010-01-21T19:18:20Z|2010-05-25T19:29:53Z
436|46|Educacion y Conocimiento Colegio Pio XII Vicerector Académico|01/01/1994|31/12/1996|1|NA|NA|2010-01-21T19:18:20Z|2010-05-25T19:29:53Z
